query_id,dataset,seed,mode,dense_ndcg,hybrid_ndcg,psafe_ndcg,delta_psafe_dense,selected_action
test-culture-ahrtsdlgra-pro02a,arguana,42,high_recall,0.5,0.5,0.5,0.0,Dense
test-culture-ahrtsdlgra-pro03a,arguana,42,high_recall,0.5,0.3562071871080222,0.5,0.0,Dense
test-culture-ascidfakhba-con02a,arguana,42,high_recall,0.38685280723454163,0.3562071871080222,0.38685280723454163,0.0,Dense
test-culture-ascidfakhba-con03a,arguana,42,high_recall,0.0,0.5,0.5,0.5,Deep Hybrid
test-culture-ascidfakhba-con04a,arguana,42,high_recall,0.0,0.0,0.0,0.0,Deep Hybrid
test-culture-ascidfakhba-pro01a,arguana,42,high_recall,0.5,0.6309297535714575,0.5,0.0,Dense
test-culture-cgeeghwmeo-con01a,arguana,42,high_recall,0.6309297535714575,0.0,0.0,-0.6309297535714575,Deep Hybrid
test-culture-cgeeghwmeo-con02a,arguana,42,high_recall,0.5,0.3010299956639812,0.5,0.0,Dense
test-culture-cgeeghwmeo-con04a,arguana,42,high_recall,0.38685280723454163,0.3333333333333333,0.3333333333333333,-0.053519473901208314,Deep Hybrid
test-culture-cgeeghwmeo-pro03a,arguana,42,high_recall,0.0,0.0,0.0,0.0,Dense
test-culture-mmciahbans-con04a,arguana,42,high_recall,0.0,0.6309297535714575,0.0,0.0,Dense
test-culture-mmciahbans-pro03a,arguana,42,high_recall,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.0,Dense
test-culture-mmctghwbsa-con01a,arguana,42,high_recall,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.0,Dense
test-culture-mmctghwbsa-con03a,arguana,42,high_recall,0.6309297535714575,0.38685280723454163,0.6309297535714575,0.0,Dense
test-culture-mmctghwbsa-con04a,arguana,42,high_recall,0.6309297535714575,1.0,0.6309297535714575,0.0,Dense
test-culture-mmctghwbsa-pro03a,arguana,42,high_recall,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.0,Dense
test-culture-mmctghwbsa-pro04a,arguana,42,high_recall,0.5,0.5,0.5,0.0,Deep Hybrid
test-culture-mmctyshwbcp-con01a,arguana,42,high_recall,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.0,Dense
test-culture-mmctyshwbcp-con02a,arguana,42,high_recall,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.0,Dense
test-culture-mmctyshwbcp-pro01a,arguana,42,high_recall,0.3333333333333333,0.38685280723454163,0.3333333333333333,0.0,Dense
test-culture-mmctyshwbcp-pro02a,arguana,42,high_recall,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.0,Deep Hybrid
test-culture-mmctyshwbcp-pro03a,arguana,42,high_recall,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.0,Dense
test-culture-mmctyshwbcp-pro04a,arguana,42,high_recall,0.6309297535714575,0.5,0.6309297535714575,0.0,Dense
test-culture-mmctyshwbcp-pro05a,arguana,42,high_recall,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.0,Dense
test-culture-mmctyshwbcp-pro06a,arguana,42,high_recall,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.0,Dense
test-culture-mthbah-con01a,arguana,42,high_recall,0.6309297535714575,0.38685280723454163,0.6309297535714575,0.0,Dense
test-culture-mthbah-con04a,arguana,42,high_recall,0.6309297535714575,0.38685280723454163,0.6309297535714575,0.0,Dense
